update,timesteps,completed_episodes,mean_completed_return,partial_return,policy_loss,value_loss,entropy
13,26624,9,134.86065429054105,49.16783066885515,-0.018906598509056495,164.44254150390626,2.960464519262314
14,28672,6,207.0116039764409,94.09757603444162,-0.014013402367709205,107.6808819770813,2.96983645260334
15,30720,5,197.58520232459637,89.6232414415594,-0.0028015919495373966,25.695825386047364,2.9755223244428635
16,32768,6,133.5069372122376,394.9788655974154,-0.012035519018536434,145.19442143440247,2.9778992384672165
17,34816,7,129.84517477755966,26.030996240989005,-0.015531854791333899,41.41001024246216,2.9740194112062452
18,36864,4,259.4426756375341,594.8831437276082,-0.008849617833038791,19.89980195760727,2.9639836698770523
19,38912,6,396.24928343722695,10.888866872581822,-0.010045938927214592,94.12164916992188,2.9550593376159666
20,40960,6,179.0233034700756,179.72919885081214,-0.014713184250285848,108.5111257314682,2.9607078045606614
21,43008,4,202.97651102528565,567.1191538862007,-0.010775009420467541,78.69389164447784,2.9630449920892716
22,45056,5,298.38698819220195,249.89685720699694,-0.014684348693117499,108.63406400680542,2.9580179810523988
23,47104,5,267.66413272444294,165.31251233975303,-0.018091883382294328,113.58891172409058,2.9537590742111206
24,49152,6,192.32195505955667,342.0244784002969,-0.013586439707432873,198.77628402709962,2.9458012253046038
25,51200,6,166.28328044206697,540.8969582965777,-0.01765834804973565,97.76243479251862,2.940556275844574
26,53248,5,352.994371164408,95.232223978783,-0.002281913976185024,63.93864389657974,2.9511104255914686
27,55296,3,594.8741345420254,468.73169648959794,-0.006933988243690692,11.639246195554733,2.997948282957077
28,57344,6,208.6830351976632,355.03194628449364,0.0022395569947548212,155.26166472434997,3.027212616801262
29,59392,5,279.40019639747015,93.6391333004753,-0.012084018072346225,75.38651216030121,3.0352698147296904
30,61440,3,397.83052332140824,321.95458881871195,-0.01587135341251269,60.19284374713898,3.050887754559517
31,63488,9,226.18543554641857,234.75920217411843,-0.018904182215919718,215.10327825546264,3.0540659755468367
32,65536,5,442.6136272722318,183.64678183517168,-0.01570816751336679,129.60183215141296,3.0600692331790924
33,67584,9,141.07408404452607,94.75724807972958,-0.016764478385448457,140.1047712802887,3.0638999223709105
34,69632,5,156.89111462019477,215.52436309574412,-0.01520203975669574,101.2801504611969,3.0695687979459763
35,71680,5,267.03311477568985,91.40368277834693,-0.015591733586916234,86.732257437706,3.0699410438537598
36,73728,7,221.51100394927215,91.40912709736689,-0.01038919665152207,171.69036931991576,3.064615786075592
37,75776,3,418.0260870133161,514.6303799108197,-0.014821190934162587,53.96783721446991,3.0518732190132143
38,77824,4,305.6916295318078,664.4428832190189,-0.021022611790976954,52.605865681171416,3.0231771796941755
39,79872,7,278.7268485695618,78.98074765042342,-0.01359321785857901,86.46063814163207,3.0106573790311812
40,81920,6,306.08908568557996,211.4434956106582,-0.017582018981920557,137.6706461906433,3.0043759047985077
41,83968,7,219.82763406981053,95.37046091807619,-0.015774302824866027,244.44735717773438,3.005205887556076
42,86016,4,289.98356146481905,584.1507397996077,-0.013981867827533278,48.89810857772827,3.0137450486421584
43,88064,5,306.34134998882496,89.82632698876849,-0.012281061295652762,58.3281448841095,3.023874819278717
44,90112,7,32.22475978594695,494.37889762242077,-0.014556310669286176,158.7190791130066,3.021062803268433
45,92160,5,297.8242597631658,385.38189733525354,-0.012517380079953,52.04611078500748,3.0222852140665055
46,94208,7,195.25314449725224,94.29042921739541,-0.01761960064759478,78.43323690891266,3.0246811151504516
47,96256,11,83.27910357418224,111.65478304532401,-0.016019910061731934,221.8978597640991,3.0046254456043244
48,98304,5,84.43462342520156,448.76488428335574,-0.009231744124554098,56.78649668693542,2.9846494138240813
49,100352,4,501.8594977743554,289.3374495363458,-0.0016119425243232399,26.51730786561966,2.9679777354001997
50,102400,3,652.7542360850786,361.4867144624572,0.0025278344575781373,14.846290361881255,2.939770320057869
51,104448,4,473.59094975207984,128.69751585446787,-1.5392189379781484e-05,11.27799089550972,2.893095976114273
52,106496,5,226.01790492324554,545.0333213029545,-0.013658982928609476,49.808414006233214,2.890036728978157
53,108544,6,350.549800756055,88.05501401851245,-0.014367394417058676,71.0015464425087,2.887626314163208
54,110592,5,201.96765244118507,19.75634596675466,-0.005676076433155685,6.686540970206261,2.8897421449422835
55,112640,5,306.1196483613312,99.99154906452732,-0.002168856735806912,190.23136472702026,2.895925524830818
56,114688,5,248.75280551312963,593.2719148181477,-0.01463604075834155,32.20005596876145,2.8856036484241487
57,116736,8,176.35516308295172,687.3599535112133,-0.01498715898487717,157.75090169906616,2.8782331883907317
58,118784,6,354.8413523330598,93.4293171930319,-0.011888968970743008,68.21359691619872,2.8825200259685517
59,120832,4,451.55618025772407,90.06868994377173,-0.013053639972349628,62.38874111175537,2.8773598045110704
60,122880,4,270.5057510298625,393.2559324704024,-0.01260943157831207,17.394527131319045,2.8741858810186387
61,124928,5,366.5573099641371,884.1559352342515,-0.018746225006179885,69.29897091388702,2.87890419960022
62,126976,7,344.9059845860027,29.972594964684024,-0.014955857102177107,71.66304662227631,2.8687885016202928
63,129024,7,271.0570901881623,143.6428601797886,-0.018352021148893984,165.96965980529785,2.854241129755974
64,131072,4,256.8858290404428,158.87643033373587,-0.01445164899341762,108.02460125684738,2.8540769279003144
65,133120,2,856.3394652406888,650.6793301315057,0.0010313695180229842,16.631794837117194,2.845946541428566
66,135168,6,292.9404235600336,92.39410331023656,-0.00846161610679701,146.14063329696654,2.826612612605095
67,137216,3,260.76283171469385,714.7598700017014,-0.014713655482046306,30.897026884555817,2.8215577632188795
68,139264,7,238.0320382048399,111.75391677982239,-0.014637960965046659,143.99023895263673,2.808101350069046
69,141312,5,202.1474793526932,418.3650876605018,-0.013073308777529746,41.93648902177811,2.8159673750400542
70,143360,8,240.25151589218788,88.52489735539872,-0.01777241362724453,165.59125671386718,2.825299620628357
71,145408,2,763.7138343052493,604.9505423424051,-0.01126369219564367,31.102902138233183,2.8256222546100616
72,147456,3,788.2870106410641,93.69861402299354,-0.007666954415617511,24.684114652872086,2.826406705379486
73,149504,5,387.48187003298716,20.05097051899213,-0.012969206913840025,23.217113733291626,2.832239770889282
74,151552,7,123.51206093741921,79.668337494696,-0.010457186226267368,147.52629375457764,2.823275086283684
75,153600,3,642.0568147554326,101.00105279514626,-0.014254665892804042,63.816398239135744,2.827281242609024
76,155648,5,146.8501980059686,617.3267420203573,-0.010925542120821774,100.58514647483825,2.8322084128856657
77,157696,6,162.73995775150584,479.5168277479122,-0.015601521654753014,97.35381622314453,2.824500969052315
78,159744,4,452.62530138480247,788.7446787040931,-0.017665566696086897,56.63046399354935,2.823762997984886
79,161792,6,335.8855935799454,93.7910253379571,-0.019659271673299374,53.76813527941704,2.8339921325445174
80,163840,7,128.89148474488425,749.4889027256262,-0.013702790712704882,129.46922860145568,2.840689557790756
81,165888,7,382.6785069462181,24.209323288111413,-0.015357105410657823,63.32356011867523,2.8382367938756943
82,167936,7,185.04126176055166,91.56289861864437,-0.016658110241405667,98.0998000383377,2.8194409370422364
83,169984,4,296.6355417186194,366.6000331105253,-0.013563954405253754,130.83770713806152,2.8100289583206175
84,172032,4,475.64298699065057,90.71689274941727,-0.01385061796172522,111.3892796278,2.7955210596323012
85,174080,4,306.3485747768847,89.26696534409449,-0.005548118602018803,6.400361493229866,2.7865315794944765
86,176128,4,483.77341237914004,42.85606492262055,-0.0012638837390113622,29.02448504567146,2.780619886517525
87,178176,4,271.7220170046843,711.6034151843639,-0.015271739446325228,82.15155439376831,2.7676753252744675
88,180224,5,427.1102738088035,493.2458496634121,-0.012883929698728026,81.5379280924797,2.762811854481697
89,182272,5,451.59508540147556,31.43053565617645,-0.015468309342395514,44.18631600141525,2.7629953265190124
90,184320,3,278.81920638750336,750.6357140263656,-0.0014824823709204793,8.403497433662414,2.742754355072975
91,186368,3,677.3157552751833,731.8158354757852,-0.004704055463662371,8.814860343933105,2.7424565702676773
92,188416,4,501.9151709440808,774.4199312278697,-0.007851222256431357,17.977257496118547,2.745084011554718
93,190464,7,408.8662600552245,55.418973652751184,-0.012985352100804448,167.43120939731597,2.7377102464437484
94,192512,3,563.6866945824212,535.3830807770902,-0.009719169451273046,41.18598346710205,2.7330526053905486
95,194560,4,479.0231426789608,659.2123084144995,-0.013962092634756118,53.45221182107925,2.733195129036903
96,196608,4,728.5105668248791,195.25286076806452,-0.008494311291724444,31.832238042354582,2.737616503238678
97,198656,3,297.5262298467314,497.44464176796714,-0.015242480934830382,150.670242023468,2.7404511719942093
98,200704,5,303.82716881088834,1031.8753893898815,-0.011621281484258362,89.63266832828522,2.741373148560524
99,202752,4,661.4938796722129,460.0565675039619,-0.01118461725418456,54.395455265045165,2.7329560786485674
100,204800,5,414.13333759422693,229.1836710005884,-0.015552103974914643,67.74390590190887,2.7198569148778917
101,206848,4,239.94260839451198,1036.5166469142316,-0.01826432693633251,76.54601755142212,2.708946108818054
102,208896,7,424.76678094623094,76.29105303047258,-0.016134787036571653,87.73122469186782,2.6964963883161546
103,210944,4,528.4147953050322,49.910152745921934,-0.014413187158061192,46.66270470023155,2.704961496591568
104,212992,7,34.967678005691894,107.86667959908364,-0.01897260095574893,100.87389588356018,2.716391274333
105,215040,6,257.20247818875947,320.91927627177466,-0.012341186695266515,73.7673329591751,2.711710262298584
106,217088,5,201.26528226936693,196.88020124609986,-0.005839984587510116,12.766955977678299,2.6833259224891663
107,219136,7,186.39912381118515,97.42190387486713,-0.013129173236666247,82.77405548095703,2.6555337011814117
108,221184,3,697.6059741345011,92.81812789377594,-0.01731389268534258,33.3327978014946,2.6545576810836793
109,223232,7,203.0301234137112,85.89074554050056,-0.010811103222658857,181.33516411781312,2.6572724521160125
110,225280,3,531.3539277036439,472.1394425536307,-0.007452652417123317,77.78793951272965,2.657505452632904
111,227328,5,397.1606254940026,38.48214800873212,-0.011077625623147468,107.33347597122193,2.648424869775772
112,229376,7,234.34779056063,2.7224386757503813,-0.018943776946980507,132.54584083557128,2.644152045249939
113,231424,7,297.7136657593061,437.4530951755116,-0.017489829781698062,154.43658590316772,2.6372265934944155
114,233472,5,428.26190034454805,84.6260910709309,-0.00358224727679044,26.969571316242217,2.633440873026848
115,235520,3,585.3896882164414,822.4714558729893,0.009109756769612431,79.99346454143524,2.6570876806974413
116,237568,4,465.44311808346697,643.5400095507046,-0.006451205600751564,8.423105818033218,2.6573805183172228
117,239616,7,328.4349153800236,319.982813982505,-0.013514049991499633,93.19462144374847,2.6564629048109056
118,241664,2,739.7472767983379,581.5814629642633,-0.007636645471211523,82.1658718585968,2.6517932802438735
119,243712,6,355.98663225769343,68.62750094476995,-0.014668887271545828,56.09788587093353,2.6389838814735413
120,245760,4,231.9123541575333,493.70690762132443,-0.018178363633342087,61.25214032530785,2.6392162799835206
121,247808,5,373.19930862876066,567.5709857112241,-0.009786195104243233,101.17228927612305,2.640491670370102
122,249856,9,108.05165880104818,92.63857570171871,-0.015976313035935163,179.6934693336487,2.6371317893266677
123,251904,8,168.34761719799235,99.00632916589926,-0.014936457204748876,192.77983775138856,2.6348021537065507
124,253952,4,55.964125217874795,824.8463846875643,-0.010995446029119194,41.96394947767258,2.635114958882332
125,256000,6,382.31949341743535,102.5423176257715,-0.008529680303763599,67.20853554010391,2.628708744049072
126,258048,7,8.097314040962189,900.5826802457791,-0.013663744367659093,90.19890084266663,2.631331342458725
127,260096,4,489.07757106472843,590.0513408680202,-0.00768801748054102,31.215228885412216,2.6354370713233948
128,262144,6,441.6502905602697,73.22838841479694,-0.014754452701890842,68.52315113544464,2.6302554994821548
129,264192,2,1078.7304558540432,623.5582778464284,0.007420098851434886,4.568609097599984,2.631059432029724
130,266240,5,397.1881476858245,52.430075367591805,0.0018076719250530004,4.249695557355881,2.639476352930069
131,268288,6,55.87738642523609,810.1344754230215,0.001815374183934182,133.4093719959259,2.6661658078432082
132,270336,4,619.9264709680884,183.60175896241057,-0.012265043071238324,39.88314627408981,2.678395426273346
133,272384,3,702.9880083307667,526.7473241887589,-0.012538071849849074,57.11506761312485,2.6816692650318146
134,274432,5,495.9191299226994,366.72873482458766,-0.013078166818013414,72.50500206947326,2.6740547150373457
135,276480,4,637.4697184770348,31.34915744748071,-0.012912689725635574,46.60697113871574,2.670973089337349
136,278528,3,368.4323611969584,639.8893687514022,-0.01372112221433781,36.47275286912918,2.661035677790642
137,280576,3,1102.2552080377766,93.02109055272419,-0.008394704252714292,9.929453343153,2.643847146630287
138,282624,4,276.57809802312477,959.7231217030793,-0.008331392676336691,58.48986432552338,2.616014188528061
139,284672,4,683.3270220631747,511.1834425383824,-0.011499090970028191,56.12950023412704,2.607044294476509
140,286720,6,171.48748549768652,792.6850675420584,-0.01752650721464306,50.507916963100435,2.6083366304636
141,288768,5,593.6532164064777,88.40268402648205,-0.012462630180380074,115.62618427276611,2.615260210633278
142,290816,5,286.71254678918757,775.3709300610573,-0.01604935301002115,108.8860149860382,2.6096869736909865
143,292864,6,209.62380637354647,617.8154344673328,-0.014167190133593976,32.16983275413513,2.6107987850904464
